marque;modele;annee;age_voiture;carburant;boite_vitesse;kilometrage;puissance_fiscale_cv;puissance_reelle_ch;prix;code_postal;url_annonce
Dacia;Sandero;2024;2;essence;Manuelle;10969;5;90;16299;74;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-essential-24-74200-thonon-les-bains-049226
Renault;Captur;2022;4;hybride;Automatique;21091;5;145;21999;62;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-intens-21-62217-beaurains-a2079333
Citroen;C3;2021;5;essence;Manuelle;59063;4;83;9499;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-feel-122-123g-59160-lomme-300336
Peugeot;2008;2008;18;électrique;Automatique;83553;4;136;14980;1;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-e-2008-136ch-style-01000-bourg-en-bresse-128647
Renault;Captur;2019;7;essence;Manuelle;78376;5;90;12279;38;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-0-9-tce-90ch-intens-19-38110-saint-jean-de-soudain-233612
Citroen;C4;2017;9;essence;Manuelle;75576;6;110;8380;8;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c4-puretech-110ch-millenium-08000-charleville-mezieres-526
Renault;Captur;2022;4;essence;Manuelle;31872;5;90;15999;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-02000-laon-250865
Dacia;Sandero;2025;1;essence;Manuelle;13538;6;110;18999;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-tce-110ch-stepway-extreme-24-02300-chauny-250837
Dacia;Sandero;2022;4;essence;Manuelle;17790;5;90;15299;51;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-confort-22-51530-magenta-250639
Renault;Mégane;2023;3;électrique;Automatique;17191;4;220;25999;77;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-c-77100-nanteuil-les-meaux-037252
Mitsubishi;Eclipse Cross;2024;2;hybride;Automatique;1999;5;188;29499;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-intense-4wd-64200-bassussarry-49322
Renault;Clio;2023;3;essence;Manuelle;21838;5;90;15499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-62232-fouquieres-les-bethune-250596
Renault;Clio;2024;2;essence;Manuelle;14691;5;90;16399;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-gsr2-13100-aix-en-provence-250420
Peugeot;3008;2021;5;hybride;Automatique;75397;10;225;24399;64;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-hybrid-225ch-gt-e-eat8-64140-billere-202908
Renault;Clio;2023;3;essence;Manuelle;20742;5;90;15299;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-evolution-59223-roncq-510132
Peugeot;208;2021;5;essence;Manuelle;41126;4;75;10280;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-like-38000-grenoble-115509
Peugeot;3008;2020;6;hybride;Automatique;68300;10;225;19579;51;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-hybrid-225ch-allure-business-e-eat8-10cv-51100-reims-001130
Renault;Arkana;2023;3;essence;Automatique;26457;7;140;20280;1;https://www.autosphere.fr/fiche4/auto-occasion-renault-arkana-1-3-tce-mild-hybrid-140ch-evolution-edc-22-01000-bourg-en-bresse-160202
Peugeot;2008;2008;18;essence;Manuelle;10;5;100;19999;63;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-active-63000-clermont-ferrand-1002336
Peugeot;208;2023;3;essence;Manuelle;12791;4;75;13999;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-pack-60740-saint-maximin-1020140
Dacia;Duster;2025;1;gpl;Manuelle;2252;5;100;24499;51;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-journey-51100-reims-448285
Ford;Puma;2023;3;e85;Manuelle;59138;6;125;18999;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-st-line-59552-lambres-lez-douai-4221065
Renault;Mégane;2023;3;électrique;Automatique;20348;4;220;26970;7;https://www.autosphere.fr/fiche4/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-iconic-super-charge-c-07430-davezieux-15189
Peugeot;208;2025;1;essence;Automatique;3;5;110;23699;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-110ch-allure-e-dcs6-13300-salon-de-provence-37100
Dacia;Sandero;2021;5;gpl;Manuelle;54031;5;100;12799;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-confort-59223-roncq-511223
Peugeot;3008;2021;5;essence;Automatique;32060;7;130;19980;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-essence-130ch-s-s-allure-pack-eat8-51530-dizy-cr307088
Citroen;C5 Aircross;2021;5;hybride;Automatique;55272;10;225;20479;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-hybrid-225ch-shine-pack-e-eat8-73000-chambery-330273
Citroen;C3;2022;4;essence;Manuelle;42569;4;83;9580;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-you-38320-eybens-250491
Peugeot;208;2024;2;essence;Manuelle;10782;5;100;14499;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-60005-beauvais-1019821
Peugeot;208;2024;2;essence;Automatique;17771;5;100;18799;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-79000-niort-1242905
Peugeot;208;2024;2;essence;Automatique;18966;5;100;17999;63;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-63000-clermont-ferrand-1002540
Peugeot;2008;2008;18;diesel;Automatique;90946;7;130;16897;74;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-1-5-bluehdi-130ch-s-s-allure-pack-eat8-125g-74600-seynod-159607
Renault;Captur;2023;3;essence;Manuelle;38294;5;90;15799;13;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-evolution-13100-aix-en-provence-881665
Renault;Captur;2025;1;hybride;Automatique;5000;5;145;31299;57;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-57400-buhl-lorraine-009505
Renault;Mégane;2022;4;essence;Manuelle;31299;6;115;16499;77;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-0-tce-115ch-business-21n-77100-nanteuil-les-meaux-037288
Ford;Puma;2023;3;e85;Manuelle;29598;6;125;18799;62;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-titanium-62800-lievin-1026052
Renault;Clio;2025;1;hybride;Automatique;10477;5;145;21799;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-evolution-24-13127-vitrolles-30441
Peugeot;208;2024;2;essence;Manuelle;10010;5;100;16990;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-allure-73000-chambery-331199
Citroen;C3;2023;3;essence;Automatique;11348;6;110;16299;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-eat6-79000-niort-1242810
Renault;Clio;2023;3;diesel;Manuelle;19462;5;100;16799;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-02000-laon-250862
Peugeot;208;2024;2;essence;Manuelle;27256;5;100;14980;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-allure-38300-bourgoin-jallieu-216390
Peugeot;208;2021;5;essence;Automatique;61052;7;130;17999;60;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-130ch-s-s-gt-pack-eat8-60740-saint-maximin-1020205
Citroen;C3;2023;3;essence;Automatique;14500;6;110;15980;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-eat6-51100-reims-001393
Renault;Mégane;2025;1;électrique;Automatique;12344;4;220;31999;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-megane-e-tech-electric-220ch-techno-autonomie-confort-24-10000-troyes-025561
Peugeot;2008;2008;18;essence;Automatique;36813;8;155;19280;73;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-155ch-s-s-gt-pack-eat8-73000-chambery-330437
Dacia;Sandero;2024;2;gpl;Manuelle;46799;5;100;16299;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-extreme-59470-wormhout-250752
Renault;Captur;2025;1;hybride;Automatique;13833;5;145;28499;57;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-57000-metz-226734
Renault;Captur;2025;1;hybride;Automatique;11818;5;145;25799;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-10000-troyes-025654
Dacia;Duster;2025;1;gpl;Manuelle;7560;5;100;22999;57;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-extreme-57200-sarreguemines-008345
Peugeot;3008;2024;2;essence;Automatique;20030;7;136;28980;8;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-08000-charleville-mezieres-409
Dacia;Jogger;2023;3;essence;Manuelle;31867;6;110;17999;54;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-tce-110ch-sl-extreme-5-places-54800-jarny-025511
Renault;Clio;2023;3;essence;Manuelle;8250;5;90;14980;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-25000-besancon-194947
Peugeot;2008;2008;18;essence;Automatique;47728;7;130;17499;84;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-gt-eat8-84000-avignon-59843
Renault;Clio;2025;1;diesel;Manuelle;6441;5;100;19599;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-13800-istres-023912
Dacia;Duster;2025;1;gpl;Manuelle;5723;5;100;23799;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-0-eco-g-100ch-extreme-59850-nieppe-250505
Renault;Clio;2023;3;essence;Manuelle;28563;5;90;16499;57;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-techno-57600-forbach-232145
Renault;Zoé;2021;5;électrique;Automatique;32802;4;109;13799;74;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-intens-charge-normale-r110-achat-integral-21b-74200-thonon-les-bains-049112
Dacia;Duster;2025;1;gpl;Manuelle;5336;5;100;22999;94;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-journey-94000-creteil-100112
Renault;Arkana;2023;3;hybride;Automatique;31405;5;145;22999;2;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-hybride-145ch-techno-22-02500-hirson-250514
Renault;Clio;2024;2;diesel;Manuelle;22604;5;100;18599;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-59850-nieppe-250610
Renault;Arkana;2024;2;hybride;Automatique;17961;5;145;25299;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-esprit-alpine-23-02000-laon-250461
Renault;Zoé;2021;5;électrique;Automatique;42104;4;109;12999;57;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-zoe-e-tech-life-charge-normale-r110-achat-integral-21-57000-metz-226753
Renault;Captur;2019;7;essence;Manuelle;96332;5;90;10290;38;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-0-9-tce-90ch-energy-business-euro6c-38300-bourgoin-jallieu-233900
Peugeot;3008;2025;1;essence;Automatique;4;7;145;35980;1;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-gt-e-dcs6-01000-bourg-en-bresse-128292
Renault;Clio;2023;3;essence;Manuelle;17075;5;90;15199;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-86000-poitiers-12092663
Peugeot;3008;2019;7;essence;Manuelle;76800;7;130;13876;51;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-1-2-puretech-130ch-s-s-allure-51100-reims-001480
Renault;Captur;2025;1;hybride;Automatique;12790;5;145;25299;62;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-62000-arras-451311
Citroen;C3;2024;2;essence;Manuelle;18138;5;100;17999;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-turbo-100ch-max-64300-orthez-71439
Renault;Captur;2024;2;essence;Manuelle;21474;5;90;19999;51;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-techno-51000-chalons-en-champagne-021923
Renault;Captur;2023;3;essence;Manuelle;52993;5;90;16299;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-02000-laon-250850
Citroen;C3;2023;3;essence;Manuelle;20000;4;83;11799;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-plus-64200-bassussarry-50055
Dacia;Duster;2023;3;gpl;Manuelle;27210;5;100;16799;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-0-eco-g-100ch-essential-4x2-02300-chauny-250722
Peugeot;208;2023;3;essence;Automatique;5329;5;100;16999;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-style-eat8-64200-bassussarry-49806
Renault;Captur;2023;3;essence;Manuelle;22193;5;90;16499;8;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-08000-charleville-mezieres-8014717
Renault;Clio;2021;5;essence;Manuelle;19753;4;65;12799;2;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-sce-65ch-zen-21n-02500-hirson-250414
Renault;Clio;2024;2;hybride;Automatique;9746;5;145;21299;74;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-evolution-24-74200-thonon-les-bains-049196
Peugeot;2008;2008;18;essence;Automatique;10;7;145;31999;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-hybrid-145ch-gt-e-dcs6-64200-bassussarry-49839
Renault;Arkana;2025;1;hybride;Automatique;3928;5;145;27499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-techno-25-62218-loison-sous-lens-250830
Peugeot;2008;2008;18;essence;Automatique;10;7;145;29499;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-hybrid-145ch-allure-e-dcs6-13100-aix-en-provence-95729
Renault;Mégane;2024;2;électrique;Automatique;27048;4;130;22799;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-megane-e-tech-electric-130ch-equilibre-autonomie-urbaine-24-02300-chauny-250768
Peugeot;2008;2008;18;électrique;Automatique;79900;4;136;15280;74;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-e-2008-136ch-gt-74600-seynod-159262
Dacia;Jogger;2024;2;hybride;Automatique;23229;5;140;23399;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-jogger-1-6-hybrid-140ch-extreme-5-places-59850-nieppe-250602
Renault;Arkana;2021;5;hybride;Automatique;85703;5;145;20990;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-arkana-1-6-e-tech-145ch-rs-line-21b-25000-besancon-195500
Renault;Mégane;2022;4;électrique;Automatique;64398;4;220;23999;59;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-59850-nieppe-250771
Ford;Puma;2022;4;e85;Manuelle;32734;6;125;18499;92;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-st-line-design-3-92000-nanterre-24098
Renault;Clio;2024;2;diesel;Manuelle;11800;5;100;18480;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-25000-besancon-195196
Renault;Clio;2023;3;essence;Manuelle;17265;5;90;14751;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-26000-valence-442189
Renault;Clio;2025;1;hybride;Automatique;12320;5;145;22999;94;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-24-94000-creteil-100240
Peugeot;3008;2021;5;hybride;Automatique;77819;10;225;21999;79;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-hybrid-225ch-allure-pack-e-eat8-79000-niort-1242078
Peugeot;208;2024;2;essence;Automatique;14913;5;100;18299;3;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-03100-montlucon-4000658
Renault;Captur;2022;4;essence;Manuelle;32606;5;90;15499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-intens-21-62000-arras-450688
Peugeot;2008;2008;18;essence;Automatique;21611;7;136;24999;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-hybrid-136ch-style-e-dcs6-37540-saint-cyr-sur-loire-103070
Peugeot;308;2018;8;essence;Manuelle;67434;6;110;9980;1;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-308-1-2-puretech-110ch-e6-c-s-s-style-01100-bellignat-128097
Mini;Mini;2022;4;essence;Manuelle;48196;9;178;25999;13;https://www.autosphere.fr/fiche/auto-occasion-mini-mini-cooper-s-178ch-edition-camden-13100-aix-en-provence-919914
Citroen;C4;2023;3;électrique;Automatique;22900;4;136;19480;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c4-electrique-136ch-autonomie-standard-e-series-automatique-38320-eybens-250807
Peugeot;3008;2025;1;essence;Automatique;100;7;145;34899;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-allure-e-dcs6-37540-saint-cyr-sur-loire-103038
Peugeot;3008;2025;1;essence;Automatique;39099;7;136;29999;37;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-37500-chinon-500229
Peugeot;3008;2025;1;essence;Automatique;4826;7;145;38499;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-gt-e-dcs6-64200-bassussarry-49874
Renault;Clio;2025;1;hybride;Automatique;3019;5;145;22999;84;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-25-84120-pertuis-250351
Peugeot;208;2024;2;essence;Automatique;6970;5;100;18499;62;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-62110-henin-beaumont-241373
Peugeot;3008;2025;1;essence;Automatique;21852;7;136;31699;63;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-63000-clermont-ferrand-1002809
Citroen;C3 Aircross;2020;6;essence;Manuelle;86003;6;110;10975;1;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-aircross-puretech-110ch-s-s-shine-e6-d-6cv-01100-bellignat-128242
Peugeot;2008;2008;18;essence;Automatique;10;7;145;29299;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-hybrid-145ch-allure-e-dcs6-13100-aix-en-provence-95724
Peugeot;3008;2024;2;essence;Automatique;30313;7;136;31499;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-13100-aix-en-provence-95844
Renault;Arkana;2023;3;essence;Automatique;28299;7;140;19799;84;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-140ch-mild-hybrid-evolution-edc-23-84120-pertuis-881592
Renault;Zoé;2021;5;électrique;Automatique;55222;4;109;16499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-limited-charge-normale-r110-achat-integral-62220-carvin-251241
Dacia;Jogger;2022;4;gpl;Manuelle;33468;5;100;18499;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-5-places-10000-troyes-025605
Renault;Arkana;2025;1;hybride;Automatique;5222;5;145;26999;13;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-6-e-tech-145ch-full-hybrid-techno-25-13100-aix-en-provence-881578
Mini;Mini;2022;4;essence;Manuelle;64260;7;136;20499;33;https://www.autosphere.fr/fiche/auto-occasion-mini-mini-cooper-136ch-edition-camden-33700-merignac-2510112
Peugeot;2008;2008;18;essence;Manuelle;25632;5;100;17999;60;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-allure-pack-60200-compiegne-3014488
Renault;Arkana;2024;2;essence;Automatique;35979;7;140;19999;77;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-mild-hybrid-140ch-evolution-edc-22-77100-nanteuil-les-meaux-037139
Renault;Captur;2025;1;hybride;Automatique;3956;5;145;29980;38;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-38150-salaise-sur-sanne-2348
Renault;Captur;2021;5;essence;Manuelle;60845;7;140;16499;10;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-3-tce-140ch-intens-10510-maizieres-la-grande-paroisse-025492
Peugeot;2008;2008;18;électrique;Automatique;19956;4;136;21999;86;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-e-2008-136ch-active-86000-poitiers-12092619
Renault;Captur;2022;4;essence;Manuelle;38808;5;90;15999;62;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-evolution-62218-loison-sous-lens-251115
